Id,SalePrice
1752,259834.8731977347
1753,143665.18101294932
1754,211274.2584121878
1755,281310.1882686439
1756,160658.38534936903
1757,133931.01754045847
1758,88811.59064906475
1759,142571.974557154
1760,100432.77786846284
1761,152590.12235697487
1762,197717.68073369714
1763,109389.36809029954
1764,189238.59512394026
1765,423995.39070023864
1766,252474.14216137992
1767,176283.85008006275
1768,89495.54212530784
1769,159091.56920441694
1770,172394.23568844178
1771,205967.83115362364
1772,105141.05062097625
1773,97058.47433827945
1774,357155.6750821703
1775,149011.22237761773
1776,143409.3470398652
1777,96342.47156945744
1778,77845.62504584796
1779,299800.27682191774
1780,203655.79953754332
1781,104431.39157139289
1782,103982.17228583561
1783,145582.3718165647
1784,99369.08104571037
1785,218037.53976814158
1786,58837.5638069351
1787,124736.24961082486
1788,283204.19658188603
1789,343698.13769812824
1790,75397.20122683572
1791,145654.71793232823
1792,383422.99077982956
1793,122066.59589111444
1794,93248.83144655672
1795,97676.84133936826
1796,76422.46419304248
1797,129987.49529968959
1798,261175.6292432727
1799,169768.04307635326
1800,363306.21722755616
1801,98054.13080522383
1802,141967.3798889917
1803,214819.1602870418
1804,146457.0157889122
1805,175485.18659332476
1806,142859.90846076247
1807,150209.07659450464
1808,170083.33677005128
1809,123044.37999765517
1810,200279.42553987436
1811,180981.00079696125
1812,144211.6826826596
1813,291770.69631184184
1814,230127.08014067926
1815,212725.94377531589
1816,133391.92125783896
1817,72630.97357290809
1818,95915.59462722146
1819,175143.36566424265
1820,103702.72023748967
1821,123650.03127621848
1822,106186.8648971474
1823,58408.054504908505
1824,150392.28703976248
1825,139395.9967580851
1826,111873.05504547746
1827,83920.19354779262
1828,109433.10114051693
1829,97728.44167771505
1830,227121.5342003362
1831,128703.81821436726
1832,228589.11066121084
1833,167065.6455716925
1834,134313.0816836966
1835,125195.02609198529
1836,181268.8463962836
1837,174168.1074346773
1838,468591.3816455429
1839,196097.26972247183
1840,102210.51992076018
1841,190482.11921120563
1842,194461.47097543266
1843,89094.68913516228
1844,188629.34231285483
1845,255298.91392231954
1846,167568.50537602918
1847,206174.3498106465
1848,146720.88850892743
1849,342627.09014104784
1850,171329.45451555203
1851,112632.04915749619
1852,195017.39271524793
1853,149981.49799226678
1854,171839.3890013724
1855,125712.90070199792
1856,267849.67590704386
1857,309230.722139737
1858,109090.3250840361
1859,128086.61801337858
1860,278469.2826595955
1861,238999.67812750058
1862,360762.1532288225
1863,261233.19868804363
1864,82387.86924516468
1865,133369.73051965924
1866,181873.3898654495
1867,210742.72519027942
1868,134713.03646826965
1869,262944.0146418874
1870,148683.6857604679
1871,143914.91094687104
1872,104780.32617149141
1873,200504.20456176053
1874,211632.62663379952
1875,153570.27734825213
1876,345140.8873384873
1877,183244.2054370913
1878,129919.96090298996
1879,168753.891389568
1880,166419.96071707865
1881,157892.04864475632
1882,176063.69184460735
1883,387531.2458831809
1884,161096.61849499715
1885,112970.83591854048
1886,116430.54361454549
1887,146961.93945468927
1888,104634.91783834284
1889,233371.0796443891
1890,118264.88828578184
1891,156460.00662131573
1892,214252.05123976397
1893,182438.88162025914
1894,109356.06389278255
1895,180945.7662140698
1896,145830.79296515055
1897,134116.6329624107
1898,308833.7559602648
1899,159596.59402565996
1900,232761.20462163503
1901,153021.42599846085
1902,160661.42179473198
1903,240235.9450936945
1904,266272.41099385533
1905,118312.18749382731
1906,218877.26343823795
1907,135014.5441494059
1908,206279.73877201008
1909,131020.9714389561
1910,315352.91321530414
1911,121538.74449063314
1912,114435.36541765823
1913,170477.57137680973
1914,179337.8123549797
1915,147756.84851123148
1916,100047.48138941603
1917,317245.1793022455
1918,71462.95884638478
1919,69670.97736288828
1920,121224.50063774257
1921,99922.13759060309
1922,249536.22428648744
1923,185196.4652282301
1924,129125.04092768312
1925,159954.91804597236
1926,204551.61240142083
1927,81904.5046819296
1928,331412.74132542487
1929,158028.58994663006
1930,115759.93624987977
1931,317812.6812635908
1932,141806.01106388995
1933,131076.5775823692
1934,136226.79987169604
1935,129224.35247693874
1936,207327.40856487944
1937,237693.5453893406
1938,344786.329869348
1939,136571.8837195927
1940,179548.03807343973
1941,110084.04302471073
1942,153352.63332210423
1943,100450.96688894916
1944,174162.07150987058
1945,206703.06030710356
1946,145094.33169495745
