Id,SalePrice
1752,257189.99082251464
1753,139024.47048369318
1754,215211.00146090437
1755,293471.71251429094
1756,167308.86515704496
1757,136143.07288083935
1758,84944.087756439
1759,138937.38941009378
1760,105600.94285727548
1761,150268.2772263236
1762,194938.25522029598
1763,123859.43168896402
1764,189623.23920885625
1765,420766.02843647485
1766,249720.76966834173
1767,175439.1085730585
1768,99295.48348571465
1769,157342.85664496617
1770,170716.537515937
1771,208747.96935891116
1772,107519.83802287641
1773,91028.00992928108
1774,312798.57955018117
1775,153546.66344758635
1776,139428.81596362486
1777,82435.63915198541
1778,74376.30775064789
1779,300789.7522456582
1780,204949.07663465675
1781,100762.02576686256
1782,104455.1740643048
1783,147747.427527059
1784,105671.10411822761
1785,221601.7520897925
1786,57902.03883836628
1787,119438.96283534484
1788,286045.68474360893
1789,346003.92273590935
1790,26963.116296359687
1791,148160.784997258
1792,391302.5855174655
1793,126058.39211026893
1794,97550.3480489282
1795,100700.73126166791
1796,86165.83868872083
1797,129377.40986311575
1798,247939.38503308
1799,167018.16630401963
1800,349930.83917836833
1801,102391.22601476277
1802,137033.71053007303
1803,216629.99864204938
1804,164873.09592113027
1805,176541.57298361242
1806,142853.51171211398
1807,150430.9910004423
1808,167517.83490734303
1809,122486.51917783672
1810,208243.62988783058
1811,175861.10077749135
1812,138910.88274259807
1813,289471.9552637391
1814,234865.3940268642
1815,210161.46083710797
1816,134339.0683624521
1817,76973.65314469277
1818,95440.08114824817
1819,173835.2149724483
1820,95215.19049208134
1821,123766.3510356975
1822,112925.72164188162
1823,76559.77977991465
1824,147497.9621194919
1825,136874.24526346754
1826,121508.18203537876
1827,64775.581193946884
1828,119815.57521737926
1829,101531.11510211835
1830,234866.14679849904
1831,130638.81249797542
1832,236418.9846366524
1833,170676.58618422493
1834,138479.42659233266
1835,130879.21251312038
1836,186018.417422335
1837,173335.70617438143
1838,501087.1054788233
1839,200908.86332092516
1840,103789.69465472235
1841,192034.50075942872
1842,216702.05432898004
1843,97812.9646125338
1844,190042.62326280226
1845,250486.75981822063
1846,166353.03089138528
1847,202878.5373477108
1848,146800.15806110238
1849,325533.65924718895
1850,173622.25879455067
1851,118025.51349764911
1852,195023.92776306265
1853,140461.03644414165
1854,175665.78285913344
1855,122606.86092896818
1856,267907.7480583602
1857,307911.3582269881
1858,116386.22681736015
1859,129266.89329089364
1860,286841.41405860137
1861,235534.29731399717
1862,334526.68067345687
1863,258395.637413866
1864,83851.59607893997
1865,135393.08211293095
1866,176039.04473100964
1867,211218.22630948585
1868,126631.0075830823
1869,254346.01413257385
1870,149203.44703935098
1871,141115.07545001467
1872,104535.81280569895
1873,197568.04576481774
1874,215396.88008526305
