Id,SalePrice
1752,259649.547257401
1753,138315.4645921352
1754,215917.22778694518
1755,253457.6072503029
1756,159950.16659330466
1757,125223.80244923025
1758,84492.67815090739
1759,134086.86181390492
1760,107441.53676530317
1761,146592.15614731598
1762,197387.5257973264
1763,108539.30948369415
1764,182650.44376858167
1765,431758.9086359353
1766,254744.51136762358
1767,180158.52439304022
1768,93634.20542605246
1769,168722.07785230727
1770,160992.02902366986
1771,200717.66929091339
1772,120121.15171920994
1773,95158.39108198747
1774,356027.1804525057
1775,144559.61497189553
1776,133500.56900162375
1777,93288.23844323681
1778,82861.60589104544
1779,287978.197345559
1780,201741.45411233397
1781,106048.50766111119
1782,120920.83959795156
1783,150236.92473979222
1784,110823.91765350036
1785,205683.40727719088
1786,59906.18016276121
1787,126858.74701932531
1788,268161.71685930993
1789,331202.62914575124
1790,62138.833931936504
1791,133901.811511916
1792,386903.8123774838
1793,134578.71554834401
1794,96568.45649889315
1795,102421.7384954847
1796,94135.91499853511
1797,126041.5583581457
1798,250370.44485900775
1799,167351.0030467969
1800,368930.33196724986
1801,104003.17411876032
1802,140694.49971487356
1803,202898.36527806765
1804,162968.5499304838
1805,170507.55886303884
1806,145850.9054596592
1807,149849.51798447676
1808,172884.998984802
1809,134702.11920661788
1810,177491.79090949934
1811,176655.79114683316
1812,199152.5485691614
1813,276747.0517796145
1814,230636.8565182272
1815,185114.9660994151
1816,136981.5229795979
1817,86155.08620831344
1818,106804.63924892974
1819,181836.3422335803
1820,109702.21799122661
1821,126112.7932936024
1822,110352.10265239084
1823,87469.12410343211
1824,141591.52638583444
1825,144364.73531254442
1826,118988.79446830995
1827,72539.70472785359
1828,106759.93571999091
1829,107465.72306515725
1830,221098.4752081011
1831,133852.93851138462
1832,234542.5880506068
1833,169544.0839146188
1834,135384.09858857165
1835,125470.53247069084
1836,187482.4458577252
1837,168938.2936079164
1838,429755.64406674204
1839,208766.76543192117
1840,97163.4201119976
1841,182579.84473664852
1842,203802.12033664272
1843,87430.18127064218
1844,185272.0111511058
1845,255177.73430261057
1846,167665.0130656255
1847,205371.11635459072
1848,131979.77815442553
1849,323496.70810874755
1850,161816.2005398509
1851,117637.02604751442
1852,189443.1431964105
1853,144196.63147431324
1854,172244.5205174836
1855,121629.47114916635
1856,259510.4603485353
1857,287422.3846480261
1858,115484.99029833204
1859,131896.84752432042
1860,242810.07223373657
1861,236593.795863216
1862,359527.5732244971
1863,238390.09124641938
1864,99939.94505727387
1865,137845.17291346198
1866,173708.44104030833
1867,193425.48537447897
1868,131016.92954709909
1869,273446.4685729492
1870,136823.09253203135
1871,141503.9551872817
1872,107974.27978968684
1873,200065.7147182444
1874,216743.33646595682
1875,161070.48717287643
1876,334664.0203616704
1877,176346.80471934003
1878,123263.18865537888
1879,168015.52395146483
1880,155793.57016951888
1881,137805.4672188004
1882,181744.84365089616
1883,388444.99460593425
1884,168527.21741995082
1885,107687.19758475796
1886,121138.86769905718
1887,152369.35806384936
1888,111962.97951513332
1889,212258.8388478356
1890,118661.68872534778
1891,146464.2083797539
1892,212072.63992764405
1893,181237.01969347816
1894,101167.04227139082
1895,178295.99156243095
1896,143287.7931711407
1897,132947.63245452958
1898,297337.67326290003
1899,148082.62450948154
1900,221863.33357445343
1901,159519.61146448457
1902,160359.9959035979
1903,229859.22232073976
1904,239092.92389578116
1905,115929.72069510596
1906,197863.29247446934
1907,125881.584665666
1908,207222.55870295968
1909,127522.1519723779
1910,280492.97360145557
1911,124857.88198858067
1912,127016.96527552666
1913,165455.4802819839
1914,168078.17033736035
1915,144530.6089709744
1916,111277.99111817087
1917,305658.9873605709
1918,81979.34683025314
1919,79935.26602512118
1920,118816.80107909144
1921,111434.94110537856
1922,250757.4083201412
1923,185442.7187714941
1924,138337.53400634028
1925,168327.04139951424
1926,181131.79810220754
1927,76718.74777334489
1928,321017.83492369414
1929,156284.22177060193
1930,126230.6086916883
1931,302506.85502380505
1932,143601.48331247037
1933,125587.35851407099
1934,142851.6568755274
1935,135636.10562022918
1936,212519.93722151552
1937,215650.28035121938
1938,357935.28719920636
1939,134422.12958280626
1940,178106.76939892978
1941,117273.27149987742
1942,157612.62393049023
1943,113787.85517718307
1944,166420.88031411084
1945,192686.39071728574
1946,143711.72316773553
1947,132304.46326799586
1948,230497.51385701692
1949,140670.02182869788
1950,143685.17101927366
1951,300349.8442751558
1952,163794.88084595115
1953,266020.4575890703
1954,82369.57381887054
1955,102574.8473124083
1956,310490.26413681806
1957,159715.80886881222
1958,117568.38754856952
1959,184175.38466344983
1960,90184.83817229913
1961,137479.31082447956
1962,154994.54293261835
1963,115495.73708129063
1964,109531.27493538236
1965,177363.30172224215
1966,237879.24334537025
1967,298773.4187520195
1968,281813.4185753944
1969,114253.23723964457
1970,71110.96196664742
1971,202873.68907156834
1972,318336.133832113
1973,356362.1652420928
1974,241845.76839668574
1975,223806.12573252196
1976,111503.68816523522
1977,105695.81788347437
1978,137744.33942798947
1979,134888.30462884737
1980,238386.15438955417
1981,152513.4245574638
1982,145039.8120220175
1983,142633.26229950547
1984,235383.01614100774
1985,195109.67325254352
1986,386247.3645481338
1987,200693.42537757265
1988,180665.48024011386
1989,262451.9793109488
1990,54704.799501724665
1991,142927.93397029192
1992,365737.3420377688
1993,157058.10010365053
1994,140374.19412301696
1995,144618.5048687258
1996,301201.41993825743
1997,120850.04190278107
1998,112055.47186371232
1999,132560.5185797274
2000,128977.31846345795
2001,456388.347220341
2002,203775.46053082187
2003,131152.47252286272
2004,254264.95237669942
2005,273285.9405923098
2006,111474.1069893178
2007,121106.41268406913
2008,108741.17152594775
2009,88403.22052354821
2010,226960.71574417094
2011,181501.20964997637
2012,265693.67884033953
2013,118140.70511769783
2014,90340.59129484829
2015,103731.6247877155
2016,92062.35379987708
2017,143459.83587802743
2018,249068.0546302764
2019,162666.9529015446
2020,148667.19665445315
2021,164617.0471785934
2022,137284.68546803258
2023,427580.65973014187
2024,132704.42024856497
2025,287980.7658935945
2026,356028.6665323406
2027,158695.94364946336
