Id,SalePrice
1752,255660.27836516366
1753,137972.82497283007
1754,223035.4131653942
1755,242464.08283394302
1756,133819.31290303933
1757,115694.34190109812
1758,83023.81490758559
1759,166504.9459525121
1760,105625.78507282531
1761,156723.87385914137
1762,192235.42551404686
1763,123757.89135958902
1764,181901.30450598686
1765,398036.3027514308
1766,235002.69351216516
1767,187614.5056715915
1768,95477.19006404188
1769,183615.39034119408
1770,159253.69528484624
1771,203243.64842122892
1772,130062.43176514714
1773,97674.3330660926
1774,290868.5769588199
1775,159393.128307556
1776,135573.24027281516
1777,115774.14605931786
1778,92475.69364738991
1779,284920.06611523905
1780,198423.0509862493
1781,120606.04424080646
1782,130526.99782345649
1783,174336.27352213074
1784,116392.14924051423
1785,218366.67012128182
1786,64986.023209673935
1787,128708.85816831382
1788,260388.53013419843
1789,319787.6961788133
1790,85910.14246605663
1791,137282.43994122976
1792,381332.4634891199
1793,160168.33880443996
1794,94040.54968541156
1795,102284.54790830708
1796,105486.38722422592
1797,130472.14225145543
1798,225800.62301991208
1799,158337.6843661647
1800,377434.44973236474
1801,105753.72330782258
1802,147530.65270105153
1803,206286.13282257065
1804,144346.80619621213
1805,168690.34937701933
1806,134820.4096239471
1807,188659.9124968095
1808,184479.23442093589
1809,140156.04231628007
1810,139385.7213486769
1811,173880.41435683885
1812,192575.26525526773
1813,263647.21732830897
1814,217054.0289171792
1815,183934.2368609599
1816,138175.29792863072
1817,102005.79187484866
1818,124319.35023123182
1819,187439.24913657366
1820,115589.84425940287
1821,139464.82450323968
1822,105634.73570231219
1823,98194.52640512679
1824,132638.87385914137
1825,144217.15990720893
1826,136642.15999456265
1827,87805.888854952
1828,108980.21406826192
1829,117981.69588085989
1830,232002.07361088943
1831,137112.59012860287
1832,197355.10595313364
1833,172745.15122074698
1834,131242.13503689208
1835,132157.35088006634
1836,187434.23381462865
1837,170594.43523707375
1838,398484.73714670015
1839,214234.9017276816
1840,90399.50734117716
1841,158233.88133411767
1842,166582.36738235495
1843,79322.58075339481
1844,164009.1971033443
1845,225481.29491424613
1846,192865.3552880157
1847,204484.7468439712
1848,137335.52831042762
1849,320403.94529117853
1850,149158.5325470178
1851,132558.74863549887
1852,190262.81702221418
1853,138174.3721706955
1854,152528.2412704064
1855,133568.27592841155
1856,255666.87171053578
1857,265803.49506277655
1858,116684.44815624975
1859,159858.12803748404
1860,251351.27867441787
1861,248012.4860475673
1862,360111.2191563587
1863,232511.0945866334
1864,123551.3447066172
1865,148064.0931887414
1866,192958.36385013378
1867,178990.27272612887
1868,144200.29288078795
1869,283940.43867319066
1870,132705.3427348104
1871,143447.69080056093
1872,118180.13855140873
1873,184186.06330985925
1874,226824.03395361535
1875,168622.39270089517
1876,289406.1031837963
1877,181901.30450598686
1878,109117.49727692312
1879,177420.93144741724
