Id,SalePrice
1752,257273.81392713168
1753,138888.776765675
1754,216049.9591622424
1755,278041.6851641069
1756,157250.83869252246
1757,130274.69628286977
1758,84178.34513275833
1759,140172.47565769864
1760,104709.3763831663
1761,149769.72318740308
1762,202529.64969564698
1763,95316.26016791823
1764,187224.77284977786
1765,417122.25401295646
1766,253777.60916488426
1767,177194.17472245646
1768,87717.74579191352
1769,158739.74177389656
1770,167872.95188110956
1771,209204.98431771342
1772,111139.16337143809
1773,95229.27551713759
1774,351467.0871226586
1775,147676.6744750185
1776,135941.96243855794
1777,92397.84348428137
1778,79819.19644827317
1779,295381.42955521576
1780,206045.674128687
1781,104667.8924879054
1782,109560.43771693604
1783,149921.7702849672
1784,104243.9793051263
1785,216145.19683778237
1786,52211.28264718155
1787,121054.5112226718
1788,278077.05046170094
1789,341082.4880959434
1790,59453.81968761392
1791,138788.18971839544
1792,381247.70081193576
1793,126410.9324779012
1794,95090.00190024028
1795,97367.34180905024
1796,79386.13161023297
1797,123934.63037123295
1798,255972.68331546226
1799,168949.6137625043
1800,354299.4487496551
1801,104107.01943763562
1802,138294.49999464137
1803,218288.79373282858
1804,155301.62605121272
1805,172369.75209881717
1806,144583.82251567362
1807,149089.99375199495
1808,170651.19909842507
1809,127093.25029773095
1810,194650.84550637286
1811,181516.60105759912
1812,192079.05534684673
1813,282884.88611979433
1814,238583.62778601385
1815,199482.62329666063
1816,135364.9543599072
1817,67278.73653435335
1818,97225.72270527623
1819,179632.76768900754
1820,104690.70305825368
1821,125668.37779394865
1822,106244.23928709915
1823,73848.1240670698
1824,145748.66413293424
1825,143742.403217653
1826,116276.76445620696
1827,77056.01204868573
1828,112317.16910801776
1829,95538.75992818217
1830,225252.9568685714
1831,130550.7333402584
1832,236934.17167338362
1833,172306.6603939969
1834,138213.0981127462
1835,128240.30246267167
1836,184888.22616955536
1837,171856.30524821146
1838,463650.5655788612
1839,204192.9012431013
1840,103716.3830123246
1841,193202.0673071194
1842,203007.86673718464
1843,83904.61527575507
1844,191489.03758928814
1845,251900.10163305388
1846,167667.92142851648
1847,207732.78722165668
1848,137139.5740120704
1849,328660.54869855114
1850,168528.7431708185
1851,113614.73123474288
1852,199896.30421763193
1853,147368.70892254877
1854,176645.84925304272
1855,118425.95292474842
1856,261597.12983207466
1857,305925.3076897548
1858,112822.63304616864
1859,130957.26298045025
1860,267476.2246379513
1861,243078.30400907126
1862,348779.9095935711
1863,255920.01668993264
1864,85501.34512423839
1865,136576.7586421618
1866,178818.2080908496
1867,207958.9065086846
1868,128009.62161676501
1869,264416.84000672965
1870,139128.44322891807
1871,144130.78974466247
1872,104552.98204342596
1873,201659.8108696434
1874,214789.36843024197
1875,158116.7694495845
1876,338356.07194988726
1877,177100.9701217358
1878,124768.9605353612
1879,170057.20179869636
1880,165643.44820109042
1881,148299.32113076266
1882,181009.8789090858
1883,381442.7581957295
1884,166058.78238400165
1885,108370.77675208032
1886,129548.99893131903
1887,149204.77081545303
1888,103141.61970123401
1889,229282.22138790126
1890,117588.99639804593
1891,153210.8388883998
1892,214393.77359594716
1893,187417.2085061957
1894,103067.5791010371
1895,178412.76603634644
1896,144009.07735372332
1897,129989.93905769609
1898,304770.8808670135
1899,152980.85698639316
1900,235121.29496444913
1901,160796.61302760543
1902,167060.29205897384
1903,242685.15125580336
1904,258791.64585748344
1905,117700.46254727595
1906,200799.36368142793
1907,132161.91041088288
1908,209289.4655481264
1909,134092.85229730842
1910,308713.9576161346
1911,114335.50276757948
1912,121271.24673334173
1913,174311.17144723138
1914,177395.45589637302
1915,148291.77856580558
1916,103982.9729728189
1917,306537.3831440766
1918,68890.64865313533
1919,74756.88330574744
1920,117783.95034277318
1921,99080.3843609193
1922,252489.32014369866
1923,185122.23560656427
1924,128915.79832167753
1925,159285.19329288122
1926,204762.8325756578
1927,78125.01864704586
1928,330276.6328980146
1929,159841.58315329312
1930,119381.77618542982
1931,313747.36963174416
1932,142375.032367259
1933,130508.35703645417
1934,141590.73152383024
1935,130291.84156107689
1936,210973.81514781818
1937,237947.22921393317
1938,343112.4265181981
1939,136193.03130962714
1940,180908.5900923664
1941,111889.82444751293
1942,155934.3845533118
1943,103894.26410574465
1944,179307.64079680687
1945,203009.63196070475
1946,145249.81252260212
1947,141334.88203223285
1948,228807.31131656453
1949,142776.0229267872
1950,131945.53858770814
1951,302701.17200487485
1952,167142.24388192923
1953,258784.23734450992
1954,67184.38497945762
1955,103642.9641201489
1956,317563.08533892815
1957,156606.8337037962
1958,106837.91775878932
1959,203281.49868676448
1960,99129.00386330464
1961,144936.98685598082
1962,150256.02507933788
1963,120774.71678634656
1964,97784.73264357963
1965,177869.2176969679
1966,238962.93903851128
1967,296313.2922495918
1968,294053.5660857491
1969,110265.39924557763
1970,80523.248178529
1971,210206.39993731695
1972,320836.04030457477
